timestamp,IVV,IJH,IJR,IUSV,IUSG,AGG,ITOT,USRT,AOA,AOM,AOR,AOK,ILTB,HDV,IEFA,IEMG,ISTB,IXUS,IPAC,IEUR,IUSB,DGRO,IAGG,IMTB,IDEV
2019-03-07,276.51,186.7762,77.045,53.77,58.29,107.275,62.735,50.2499,52.2675,37.31,43.7401,33.879,60.1664,91.83,59.4899,50.5,49.4679,56.79,54.4099,44.965,49.8425,35.9964,52.855,48.725,53.0
2019-03-06,279.01,188.31,77.76,54.19,58.85,106.99,63.29,50.35,52.7,37.41,44.02,33.96,59.84,92.37,60.29,51.44,49.41,57.61,54.9587,45.64,49.71,36.34,52.68,48.5949,53.65
2019-03-05,280.8,190.92,79.32,54.66,59.23,106.83,63.76,50.63,52.99,37.49,44.24,33.96,59.815,92.71,60.44,51.69,49.38,57.84,55.16,45.76,49.65,36.55,52.555,48.51,53.87
2019-03-04,281.16,191.72,79.65,54.75,59.28,106.76,63.9,50.48,52.86,37.45,44.13,33.96,59.74,92.72,60.38,51.18,49.37,57.65,55.05,45.72,49.65,36.59,52.47,48.49,53.83
2019-03-01,282.31,192.63,80.48,54.99,59.46,106.63,64.19,50.28,53.02,37.53,44.15,33.9288,59.61,92.84,60.615,51.07,49.35,57.78,55.18,45.86,49.615,36.75,52.44,48.42,53.93
2019-02-28,280.32,191.16,80.02,54.66,58.9802,106.8027,63.72,50.54,52.75,37.44,44.04,33.9388,59.9247,92.27,60.29,51.12,49.3741,57.5,54.97,45.51,49.6839,36.58,52.466,48.4875,53.65
2019-02-27,280.91,191.97,80.33,54.93,58.97,106.9923,63.92,50.36,52.96,37.5,44.19,33.9987,59.9546,92.15,60.36,51.71,49.3941,57.78,55.36,45.45,49.7138,36.59,52.466,48.5523,53.84
2019-02-26,281.05,191.74,80.21,55.02,58.95,107.2217,63.89,50.72,53.03,37.56,44.24,34.0286,60.4028,92.0,60.59,52.13,49.4539,58.08,55.7,45.61,49.8235,36.59,52.5757,48.6072,54.04
2019-02-25,281.26,193.4,80.99,55.17,58.94,107.102,63.99,50.85,52.99,37.58,44.18,34.0186,60.2399,92.16,60.27,52.27,49.3841,57.89,55.52,45.28,49.7138,36.66,52.5857,48.5673,53.77
2019-02-22,280.82,193.37,81.17,55.08,58.87,107.1319,63.91,51.21,52.95,37.54,44.15,33.9987,60.3044,92.13,60.1,51.75,49.3941,57.59,55.27,45.17,49.7337,36.62,52.486,48.6072,53.64
2019-02-21,279.21,191.91,80.8,54.87,58.35,106.8626,63.5,50.86,52.65,37.36,43.93,33.8634,59.9745,91.52,59.87,51.18,49.3242,57.3,55.04,45.06,49.644,36.43,52.4062,48.5074,53.4101
2019-02-20,280.09,192.51,81.18,55.18,58.53,107.102,63.71,50.79,52.81,37.44,44.09,33.9188,60.3134,91.66,60.03,51.33,49.3541,57.42,55.14,45.2,49.7138,36.5,52.4361,48.5772,53.63
2019-02-19,279.55,191.73,80.61,54.98,58.48,107.092,63.57,51.15,52.68,37.45,43.96,33.9488,60.4231,91.26,59.82,50.97,49.3442,57.16,55.08,44.97,49.7636,36.36,52.4162,48.5922,53.42
2019-02-15,279.16,191.47,80.17,54.8,58.41,107.0322,63.48,51.08,52.46,37.32,43.9,33.819,60.3599,91.04,59.57,50.64,49.3342,56.87,54.89,44.75,49.6789,36.32,52.4262,48.4925,53.12
2019-02-14,276.03,189.21,78.99,54.13,57.86,106.9524,62.77,50.81,52.07,37.16,43.6,33.7292,60.2138,89.96,58.72,50.71,49.2943,56.3,54.24,44.12,49.644,35.83,52.4361,48.5,52.46
2019-02-13,276.66,189.29,78.81,54.35,57.9,106.7928,62.88,50.65,52.04,37.17,43.52,33.6593,60.0941,90.51,58.74,50.6,49.2843,56.26,54.32,44.08,49.5442,36.0,52.3963,48.4177,52.43
2019-02-12,275.82,188.32,78.5,54.12,57.75,106.9823,62.7,50.39,51.98,37.13,43.59,33.6992,60.2337,90.24,58.73,50.98,49.3242,56.34,54.18,44.12,49.614,35.9,52.3564,48.4835,52.43
2019-02-11,272.28,186.38,77.45,53.44,57.06,106.9623,61.91,50.83,51.59,36.99,43.25,33.5894,60.3035,89.27,57.97,50.53,49.2943,55.73,53.37,43.59,49.644,35.45,52.4062,48.5124,51.62
2019-02-08,272.13,185.19,76.82,53.4,56.93,107.0721,61.82,50.7,51.51,37.0,43.28,33.5894,60.433,89.21,58.08,50.7,49.3442,55.91,53.49,43.68,49.6639,35.44,52.3863,48.4376,51.71
2019-02-07,271.83,185.33,76.86,53.49,56.75,106.8327,61.75,50.66,51.56,37.01,43.26,33.5794,60.2337,88.9,58.26,50.97,49.2943,56.11,53.71,43.81,49.6031,35.42,52.3365,48.4127,51.95
2019-02-06,274.41,186.23,77.55,53.95,57.27,106.7828,62.27,50.17,51.97,37.06,43.49,33.6593,60.0825,89.55,59.05,51.47,49.2244,56.78,54.22,44.45,49.5043,35.66,52.2667,48.3678,52.57
2019-02-05,274.82,186.32,77.66,54.0,57.43,106.8426,62.41,50.48,52.15,37.15,43.6,33.6992,60.2038,89.38,59.41,52.14,49.2145,57.25,54.71,44.63,49.5442,35.63,52.2368,48.3977,52.93
2019-02-04,273.65,185.63,77.6,53.83,57.09,106.6132,62.13,50.25,51.85,37.03,43.41,33.6094,59.9048,89.32,58.93,51.49,49.2145,56.74,54.37,44.22,49.4744,35.51,52.2118,48.3179,52.53
2019-02-01,271.7,183.77,76.62,53.48,56.68,106.703,61.69,49.8,51.63,36.98,43.29,33.5437,60.0443,89.16,58.71,51.39,49.2444,56.5,54.12,44.13,49.4744,35.3,52.2667,48.3678,52.35
2019-01-31,271.55,183.15,76.69,53.42,56.66,106.9235,61.55,50.12,51.71,37.01,43.34,33.6134,60.3378,88.45,58.68,51.68,49.2454,56.62,54.37,44.07,49.5764,35.25,52.2689,48.4863,52.29
2019-01-30,269.23,182.52,76.07,53.13,55.98,106.6051,61.05,49.73,51.42,36.84,43.12,33.454,59.7697,87.19,58.69,51.33,49.1857,56.51,54.3,44.11,49.3775,35.01,52.1745,48.2924,52.34
2019-01-29,264.98,181.44,75.29,52.48,55.01,106.3663,60.17,49.3,50.83,36.59,42.75,33.2847,59.6803,86.18,58.11,50.23,49.1061,55.85,53.68,43.68,49.2482,34.6,52.1248,48.173,51.8
2019-01-28,265.35,181.43,75.3,52.41,55.2,106.0877,60.26,48.88,50.79,36.56,42.7,33.2548,59.417,85.88,58.0,50.18,49.0464,55.71,53.55,43.49,49.1935,34.54,52.095,48.0785,51.62
2019-01-25,267.5,181.66,75.76,52.63,55.74,106.1474,60.65,48.35,51.07,36.64,42.88,33.3345,59.4816,86.37,58.27,50.69,49.0464,55.98,53.93,43.64,49.1985,34.81,52.1447,48.0437,51.89
2019-01-24,265.14,179.7,74.94,52.15,55.41,106.1972,60.12,47.72,50.69,36.55,42.65,33.2149,59.5697,86.16,57.62,50.03,49.0464,55.37,53.3,43.18,49.2383,34.65,52.1049,48.1432,51.25
2019-01-23,264.88,178.51,74.52,51.99,55.3114,106.0181,59.99,47.67,50.55,36.45,42.56,33.1552,59.3525,86.58,57.53,49.6,49.0265,55.11,52.98,43.22,49.1786,34.67,52.0453,48.0188,51.18
2019-01-22,264.5,178.78,74.65,51.95,55.24,105.9086,59.95,47.7,50.4,36.38,42.46,33.1452,59.1438,86.37,57.27,49.14,49.0165,54.87,53.05,42.94,49.1587,34.59,51.9558,48.0338,51.0
2019-01-18,268.07,181.45,75.91,52.63,55.97,105.8191,60.76,47.83,51.02,36.62,42.81,33.2448,59.0668,87.29,58.11,50.02,48.9867,55.74,53.97,43.45,49.0891,34.95,51.8863,47.9343,51.76
2019-01-17,264.53,179.16,75.15,51.9,55.33,105.8987,59.97,47.72,50.54,36.41,42.56,33.1253,58.9842,86.09,57.53,49.71,49.0265,55.23,53.4,42.97,49.0692,34.44,51.9161,48.0089,51.28
2019-01-16,262.6,177.32,74.43,51.49,54.92,105.9783,59.53,47.47,50.29,36.38,42.36,33.1153,58.9254,85.51,57.3,49.55,48.9867,55.03,53.33,42.74,49.0792,34.19,51.926,47.9641,51.02
2019-01-15,261.91,176.08,73.86,51.165,54.93,105.8887,59.33,47.15,50.15,36.3,42.26,33.0157,58.7664,85.97,57.18,49.01,49.0165,54.77,53.21,42.73,49.0394,34.08,51.921,47.994,50.93
2019-01-14,259.11,175.01,73.36,50.81,54.15,105.8688,58.7,46.64,49.86,36.17,42.05,32.9858,58.8459,85.36,56.91,48.65,49.0016,54.45,52.68,42.65,49.0394,33.81,51.8763,47.994,50.58
2019-01-11,260.37,176.06,73.99,51.02,54.54,106.0181,59.06,46.82,50.01,36.25,42.18,32.9758,59.1538,85.88,57.17,49.03,48.9469,54.74,52.86,42.88,49.0593,33.98,51.757,47.994,50.77
2019-01-10,260.51,175.92,73.84,51.01,54.62,105.8688,59.04,46.7,50.15,36.28,42.28,33.0256,59.0146,85.85,57.55,49.27,48.9071,54.99,53.27,43.06,49.0294,33.96,51.767,47.9044,51.13
2019-01-09,259.49,174.58,73.58,50.73,54.35,105.9882,58.8,46.08,50.04,36.26,42.15,33.0157,59.2009,85.66,57.37,48.94,48.917,54.81,53.06,42.99,49.0891,33.82,51.767,47.984,50.94
2019-01-08,258.29,172.89,72.84,50.49,54.1,105.8987,58.47,46.06,49.65,36.07,41.91,32.8762,59.1538,85.79,56.76,48.07,48.917,54.08,52.56,42.49,49.0444,33.73,51.757,47.9169,50.44
2019-01-07,255.77,170.05,71.75,50.07,53.47,105.9783,57.88,45.06,49.34,35.98,41.75,32.8364,59.1538,85.02,56.36,47.95,48.927,53.74,52.14,42.11,49.0692,33.44,51.757,47.8746,50.02
2019-01-04,254.06,168.22,70.81,49.71,53.02,106.1574,57.34,44.62,49.14,35.94,41.67,32.7965,59.0643,84.82,56.09,47.84,48.917,53.52,52.14,42.02,49.0991,33.3,51.8564,47.8099,49.84
2019-01-03,245.43,162.83,68.34,48.21,51.25,106.4758,55.45,44.06,47.96,35.53,40.86,32.5275,59.2143,82.8,54.44,46.41,48.9767,51.94,50.5,40.81,49.1985,32.34,52.0354,47.984,48.35
2019-01-02,251.72,165.52,69.64,49.32,52.57,106.038,56.73,43.8,48.56,35.71,41.3,32.667,58.8756,84.27,54.8,47.26,48.8772,52.38,50.88,41.1,49.0543,33.12,51.926,47.8398,48.73
2018-12-31,251.61,166.06,69.32,49.09,52.7,105.9584,56.76,44.85,48.55,35.68,41.31,32.5973,58.6366,84.38,55.0,47.15,48.8274,52.53,50.62,41.33,48.9747,33.18,51.8962,47.7453,48.85
2018-12-28,249.33,164.31,68.9,48.69,52.16,105.6897,56.22,44.74,48.34,35.61,41.09,32.5076,58.423,83.72,54.81,47.25,48.8274,52.42,50.73,41.16,48.8902,32.86,51.8763,47.5861,48.73
2018-12-27,249.7372,164.45,68.58,48.75,52.25,105.3017,56.2691,44.63,48.221,35.5188,40.9595,32.4708,58.1122,83.83,54.47,46.9,48.7478,51.96,50.58,40.81,48.7808,32.89,51.757,47.427,48.44
2018-12-26,247.3503,163.52,68.17,48.37,51.79,105.1325,55.7397,44.53,48.0323,35.4493,40.8603,32.4113,58.1007,82.89,54.36,46.95,48.6085,52.03,50.18,40.94,48.7211,32.53,51.6875,47.3971,48.39
2018-12-24,235.7852,156.48,65.14,46.36,49.22,105.3315,53.1924,43.17,46.702,34.9925,40.0365,32.1021,58.4187,80.0,53.06,46.02,48.6135,50.85,49.08,40.03,48.7709,31.18,51.7422,47.4817,47.08
2018-12-21,242.0371,160.71,66.37,47.57,50.53,105.2619,54.5509,45.0,47.4466,35.1911,40.5129,32.2923,58.2596,82.83,53.675,46.39,48.6284,51.37,49.4,40.49,48.7808,32.07,51.7372,47.4419,47.84
2018-12-20,247.1106,164.1,67.94,48.31,51.66,105.3116,55.7297,45.51,48.1117,35.4791,40.8603,32.4609,58.4782,83.24,54.67,46.84,48.6433,52.21,50.76,40.95,48.7808,32.55,51.7073,47.4369,48.61
2018-12-19,251.415,166.12,68.91,48.99,52.68,105.4111,56.6786,46.12,48.5188,35.6379,41.2077,32.5799,58.7263,84.28,54.96,46.41,48.6781,52.29,51.1,41.13,48.8604,32.9,51.6875,47.4817,48.81
2018-12-18,255.29,169.06,70.46,49.65,53.66,105.3116,57.5677,46.74,48.9358,35.8068,41.4955,32.6692,58.4014,85.13,55.5,47.18,48.6981,52.84,51.85,41.48,48.8007,33.38,51.6974,47.4767,49.29
2018-12-17,255.32,169.09,70.37,49.9,53.44,105.0042,57.5976,46.28,48.9259,35.7075,41.4359,32.5997,58.2319,85.91,55.4388,46.8474,48.6575,52.6865,51.6477,41.4219,48.6784,33.42,51.6066,47.3775,49.1732
2018-12-14,260.5912,172.8741,72.041,50.8648,54.6745,104.8254,58.8195,48.0774,49.5315,35.916,41.8031,32.6989,57.9251,87.8353,55.8927,47.2894,48.6178,53.1702,52.0516,41.8585,48.6238,34.056,51.6164,47.3229,49.7771
2018-12-13,265.3979,175.3374,73.1758,51.6196,55.8204,104.7956,59.872,48.147,50.1867,36.1444,42.1604,32.8278,57.8807,89.7198,56.6327,47.9474,48.5582,53.9007,52.5738,42.4736,48.6139,34.6723,51.5379,47.2228,50.4799
2018-12-12,265.6462,177.1524,74.3106,51.7089,55.8802,104.7658,60.0308,47.8489,50.1768,36.1444,42.2101,32.8774,57.8411,89.1445,56.7609,47.8983,48.5582,53.9303,52.7019,42.5133,48.5643,34.6723,51.4888,47.2535,50.5293
2018-12-11,264.2161,175.7762,73.5839,51.5202,55.4617,104.8453,59.6734,48.7928,49.7697,35.9756,41.9322,32.7683,57.8689,89.2933,55.9519,47.1519,48.5185,53.1702,52.0713,41.8089,48.5742,34.5033,51.5477,47.2177,49.7474
2018-12-10,264.1664,176.3346,73.6536,51.6493,55.382,104.8155,59.6833,48.7232,49.7797,36.0053,41.9421,32.7187,57.6723,89.0652,55.725,46.818,48.5383,53.0616,52.1206,41.67,48.5841,34.5232,51.479,47.3577,49.7432
2018-12-07,263.7692,177.4416,74.1414,51.8777,55.0233,104.746,59.6634,49.0809,49.9187,36.0351,42.0215,32.808,57.5492,89.0949,56.2775,47.2894,48.5085,53.575,52.6329,42.0767,48.5544,34.5033,51.5379,47.2549,50.1037
2018-12-06,269.9463,181.1713,75.5649,52.851,56.5777,104.607,61.0436,49.677,50.5243,36.2039,42.2597,32.9369,57.4899,90.1165,56.8398,48.2126,48.4489,54.2265,53.0763,42.4835,48.5047,35.2091,51.4593,47.2752,50.5393
2018-12-04,270.6514,182.1486,75.8336,53.1191,56.5079,104.3488,61.1727,48.3755,50.7427,36.333,42.5674,32.9568,57.3636,90.3446,57.3628,48.6742,48.4291,54.73,53.1748,43.0093,48.4402,35.3681,51.4102,47.2237,51.0492
2018-12-03,279.4305,188.91,79.4173,54.7378,58.5407,104.0707,63.228,49.2498,51.9142,36.7104,43.2819,33.2078,56.8465,91.8026,58.9216,49.6563,48.4291,56.112,54.8301,44.0809,48.331,36.392,51.312,47.0055,52.3906
2018-11-30,276.0837,187.2745,78.9395,54.281,57.7037,103.9009,62.4634,48.8623,51.4277,36.482,42.9147,33.0196,56.6694,91.5546,58.1915,48.5858,48.4044,55.2236,54.0714,43.5649,48.2262,36.1634,51.2454,46.8631,51.6778
2018-11-29,274.167,186.018,78.3422,53.9533,57.2055,103.9307,62.0365,48.445,51.3483,36.4224,42.8849,33.0295,56.5471,90.7612,58.379,48.7528,48.4342,55.4408,54.0813,43.813,48.2113,35.8154,51.216,46.901,51.955
2018-11-28,274.7232,186.2174,78.7304,54.0327,57.335,103.8811,62.1457,48.445,51.4774,36.4621,42.8849,32.9701,56.5955,90.6322,58.6947,49.1358,48.4243,55.7073,54.3473,43.9916,48.1915,35.8552,51.1377,46.8095,52.1728
2018-11-27,268.4566,182.5874,76.8689,53.2482,55.661,103.683,60.7556,47.9979,50.6534,36.1543,42.349,32.7622,56.6329,89.5214,57.8462,47.9867,48.3153,54.8583,53.4704,43.4062,48.142,35.229,51.1377,46.7273,51.4204
2018-11-26,267.6125,184.0733,77.4363,53.0694,55.5514,103.6533,60.6365,47.7595,50.6434,36.1444,42.4086,32.782,56.5412,88.8668,58.0435,47.7019,48.3648,54.9373,53.6478,43.6642,48.1123,35.1196,51.0887,46.8087,51.6086
2018-11-23,263.4812,181.7697,76.7296,52.4736,54.535,103.6731,59.7329,47.7595,50.0179,35.9358,42.0116,32.6632,56.6725,88.113,57.1654,47.1322,48.345,54.2068,52.8399,42.9994,48.1519,34.7121,51.1474,46.7593,50.9749
2018-11-21,265.1198,182.019,76.7395,52.8212,54.824,103.7028,60.0209,47.8489,50.2959,36.0451,42.1704,32.7127,56.6398,88.7974,57.5108,47.6724,48.3747,54.6214,53.0074,43.3169,48.1222,34.8313,50.981,46.5614,51.2521
2018-11-20,264.2657,180.0743,75.9531,52.6424,54.6048,103.6335,59.7528,47.8489,49.9485,35.8465,41.9818,32.5939,56.6007,89.1643,56.7116,46.8376,48.345,53.8316,52.2881,42.7415,48.1222,34.8413,51.0495,46.8315,50.4898
2018-11-19,269.2611,183.1957,77.4463,53.7249,55.5115,103.6731,60.8351,48.1668,50.6335,36.194,42.4483,32.7721,56.59,90.6719,57.7969,47.859,48.3252,54.8484,53.1847,43.5153,48.1519,35.4476,51.1083,46.7692,51.465
2018-11-16,273.8393,185.6889,78.7503,54.0128,57.0161,103.683,61.9273,48.147,51.2987,36.3926,42.7956,32.9404,56.7483,90.6223,58.2902,48.4778,48.3747,55.3322,53.5394,43.8924,48.1123,35.8055,51.1083,46.7475,51.8857
2018-11-15,273.0647,185.5592,78.5015,53.7844,56.9862,103.5146,61.7982,47.5608,51.12,36.3032,42.6864,32.8612,56.448,89.7991,58.2507,48.3304,48.2955,55.3124,53.4212,43.8924,48.0628,35.6365,51.0495,46.7313,51.7867
2018-11-14,270.3336,183.3852,77.4662,53.3971,56.209,103.3858,61.0833,47.9979,50.8122,36.194,42.488,32.8018,56.5955,89.0652,58.083,47.3287,48.2657,54.8682,52.9679,44.0015,48.0826,35.2488,51.0887,46.5812,51.8659
2018-11-13,272.2205,184.4622,77.9938,53.7149,56.6773,103.3759,61.5599,48.1072,50.8817,36.2039,42.488,32.8216,56.5759,89.3627,58.0534,47.0537,48.2756,54.7892,53.1354,43.8824,48.0232,35.4675,51.0642,46.5993,51.7273
2018-11-12,272.6178,184.3725,78.163,53.7844,56.7172,103.3363,61.6492,48.0774,50.7824,36.194,42.4582,32.8018,56.7953,89.8983,57.8067,46.5135,48.2657,54.493,53.0468,43.5947,48.0529,35.4974,51.1083,46.5268,51.4897
2018-11-09,278.0302,187.3543,79.6064,54.5292,58.162,103.1678,62.8606,48.0973,51.5965,36.4125,42.9643,32.9503,56.7186,90.5727,58.8723,47.1715,48.236,55.421,53.697,44.5372,47.9737,36.0341,51.0104,46.5219,52.3411
2018-11-08,280.5726,189.3687,81.01,54.8669,58.8496,103.0391,63.5159,48.0079,51.9738,36.5118,43.1827,33.0493,56.4032,90.5727,59.2571,48.0358,48.1964,55.964,54.2586,44.696,47.944,36.2131,51.0104,46.4625,52.7668
2018-11-07,281.1783,190.1267,81.1792,55.0158,58.9393,103.2273,63.6351,47.9582,52.2716,36.6706,43.3415,33.1285,56.6102,90.7612,59.8096,49.234,48.2162,56.6747,54.7316,45.2913,47.9787,36.1932,51.0006,46.5516,53.1529
2018-11-06,275.2495,187.2546,80.1937,54.1817,57.4147,103.1381,62.3741,47.3422,51.5171,36.3827,42.9346,32.9503,56.4328,89.5313,59.0302,48.3697,48.2063,55.885,54.0222,44.6166,47.9143,35.5769,50.981,46.4624,52.5787
2018-11-05,273.6705,186.1775,79.7458,53.9135,57.0859,103.1282,61.9868,47.1435,51.3086,36.3231,42.8254,32.8909,56.2898,89.2933,58.823,48.4778,48.2162,55.7172,53.4901,44.5769,47.8846,35.3383,51.0006,46.595,52.3609
2018-11-02,272.002,185.3299,79.6661,53.2581,57.0161,103.0589,61.6492,46.3189,51.1398,36.2337,42.7162,32.8266,56.1943,88.1428,58.8427,48.3304,48.2162,55.6777,53.5098,44.6365,47.8945,35.0699,51.0202,46.5219,52.3579
2018-11-01,273.5215,185.1504,79.1983,53.3872,57.5044,103.366,62.0464,46.9249,51.3086,36.3132,42.8055,32.8823,56.5166,88.0932,58.6947,48.0162,48.2756,55.5099,53.2635,44.567,48.0034,35.2389,51.0006,46.6198,52.2612
2018-10-31,270.8798,181.5503,77.6951,52.8807,56.8168,103.3597,61.2918,46.597,50.6633,36.0749,42.4185,32.7341,56.365,87.8155,57.9942,46.4153,48.2699,54.572,52.9778,43.8328,47.9781,34.8612,51.026,46.6452,51.6085
2018-10-30,267.9998,180.932,77.7549,52.7318,55.93,103.4091,60.6166,47.2826,50.3754,35.9557,42.1803,32.6748,56.64,87.8353,57.4565,45.8653,48.2699,54.0488,52.5738,43.4657,48.0176,34.6325,51.0651,46.7662,51.163
2018-10-29,263.7791,177.7806,76.0029,51.8281,55.093,103.5574,59.7032,46.8355,49.73,35.8068,41.7833,32.5463,56.866,86.3972,56.7905,45.0305,48.2798,53.3282,51.6477,43.059,48.0791,34.0957,51.0553,46.719,50.3611
2018-10-26,265.2588,178.4987,76.2219,51.6692,55.7905,103.6661,60.0308,46.3189,49.9882,35.916,42.0116,32.6748,57.1114,86.0699,56.9286,45.8555,48.3391,53.7329,52.0221,43.0689,48.146,34.0659,50.9674,46.7791,50.7472
2018-10-25,270.1449,180.4633,76.9486,52.3842,56.9763,103.4289,61.0833,47.3422,50.5441,36.0053,42.3192,32.7242,56.8316,87.1311,57.3529,46.3269,48.26,54.0488,52.6921,43.2177,47.988,34.5331,50.9332,46.772,51.0046
2018-10-24,265.2986,177.8205,75.3061,51.8678,55.5215,103.5178,59.9613,46.7262,49.8392,35.7869,41.8428,32.5265,56.9249,86.8336,56.6919,45.5608,48.2699,53.5157,52.0911,42.7117,48.0127,34.0659,50.86,46.7122,50.4997
2018-10-23,273.6705,183.4251,78.0535,53.1787,57.6339,103.251,61.9074,46.2692,51.0902,36.2337,42.5773,32.8527,56.7186,87.8651,58.3297,47.0242,48.2106,54.9768,53.7069,43.9122,47.9387,34.9208,50.8405,46.7386,51.9946
2018-10-22,275.3091,185.2401,78.6707,53.5262,57.9329,103.1225,62.2748,46.0307,51.3483,36.2734,42.746,32.8329,56.699,88.2023,58.892,47.5153,48.1809,55.579,54.3276,44.2991,47.8992,35.1097,50.7721,46.5314,52.4401
2018-10-19,276.3518,186.2074,78.7404,54.0327,57.893,103.1423,62.523,46.6269,51.4972,36.3827,42.8353,32.8626,56.7935,88.7874,59.2571,47.1126,48.2106,55.6875,54.4853,44.5869,47.909,35.3582,50.7624,46.6597,52.695
2018-10-18,276.5902,187.4241,79.5168,53.9731,58.0624,103.2312,62.6521,46.3785,51.3582,36.333,42.8452,32.8922,56.8758,88.1428,58.9512,46.6117,48.2204,55.4408,54.298,44.2892,47.988,35.3284,50.7429,46.6103,52.5688
2018-10-17,280.6123,190.2663,81.0598,54.4399,59.1385,103.3004,63.6152,46.4281,52.0334,36.5713,43.272,33.0503,57.192,88.4601,59.8195,47.8394,48.2254,56.349,55.106,45.0432,47.9781,35.7956,50.7136,46.6336,53.2519
2018-10-16,280.6719,190.735,81.4679,54.4399,59.2183,103.5079,63.6053,46.5772,52.2319,36.6309,43.3316,33.08,57.2,87.9543,60.1944,48.4287,48.2452,56.7833,55.1454,45.4599,48.0571,35.6962,50.5769,46.7879,53.5984
2018-10-15,274.6238,186.7659,79.3078,53.6057,57.7037,103.4486,62.2648,45.6134,51.4873,36.343,42.8155,32.9416,57.2196,86.9724,59.2176,47.2599,48.26,55.7369,54.3769,44.6464,48.0374,35.0401,50.5963,46.7485,52.8064
2018-10-12,276.1135,185.9581,78.9395,53.6653,58.172,103.5178,62.5131,45.3949,51.5767,36.4125,42.9445,32.9021,57.3178,87.1014,59.2867,47.7412,48.2402,55.885,54.4853,44.6861,48.0472,35.1594,50.528,46.7386,52.6486
2018-10-11,272.439,185.5592,79.0788,53.3872,57.0261,103.4882,61.7088,45.4843,51.1398,36.2834,42.6467,32.8724,57.3323,86.6848,59.1387,46.4448,48.2106,55.3914,54.2488,44.5372,48.0472,34.8512,50.5378,46.7089,52.7066
2018-10-10,278.3182,189.4685,80.8308,54.8073,57.9827,103.1818,63.0195,46.8156,51.8447,36.4919,43.1132,32.9614,56.7875,89.3627,59.8392,46.9751,48.1611,56.1022,55.0863,45.0631,48.0078,35.6962,50.5183,46.6439,53.3311
2018-10-09,287.5938,194.5245,83.1005,56.1976,60.3243,103.2115,65.1145,47.5012,53.0659,36.909,43.8179,33.2579,57.1507,91.1182,61.2008,48.3403,48.176,57.5139,56.4065,46.0354,48.0028,36.6604,50.4792,46.709,54.5587
2018-10-08,287.9414,195.6215,83.3593,56.3267,60.2944,103.0632,65.2237,47.3819,53.1155,36.8792,43.8377,33.248,56.6891,90.9992,61.4376,48.5367,48.1809,57.6718,56.7711,46.0651,47.9288,36.8095,50.4695,46.4889,54.6478
2018-10-05,287.9315,195.6215,83.429,56.0486,60.6033,103.1028,65.2733,46.6567,53.2148,36.9685,43.8774,33.2875,56.9053,90.5033,61.773,48.4581,48.171,57.9285,56.7218,46.5315,47.9436,36.6803,50.5769,46.5216,55.0339
2018-10-04,289.729,197.0476,84.3647,56.2572,61.0916,103.3301,65.7201,46.6666,53.4332,37.048,44.1652,33.3963,57.3473,90.3843,62.1677,48.684,48.2106,58.2049,56.84,46.9382,48.0522,36.8493,50.7038,46.778,55.3408
2018-10-03,291.9238,199.2017,85.38,56.3068,61.9485,103.6265,66.2563,47.0938,53.9793,37.3459,44.5027,33.5939,57.475,90.4934,62.9274,49.8724,48.2501,59.123,57.4411,47.4938,48.2151,37.0083,50.777,46.8046,56.0041
2018-10-02,291.7251,198.4039,84.6335,56.2969,61.9286,104.1207,66.1967,47.5012,54.019,37.3657,44.5523,33.6434,58.2216,90.7116,62.9964,50.2652,48.3292,59.2217,57.845,47.3053,48.4125,36.9984,50.8014,46.9655,55.9942
2018-10-01,291.8443,199.2116,85.5493,56.1877,62.0581,104.0021,66.2861,47.6403,54.1792,37.4588,44.6745,33.6949,58.1037,90.2851,63.3319,50.8447,48.3094,59.6758,58.249,47.603,48.3631,36.9586,50.8063,46.8866,56.4198
2018-09-28,290.7122,200.7374,86.8434,55.989,61.8987,104.0301,66.157,48.0675,54.0704,37.4291,44.6053,33.7134,58.4186,89.7991,63.2234,50.8545,48.3274,59.5376,57.9928,47.5831,48.3876,36.8393,50.9169,47.0453,56.1823
2018-09-27,290.8016,200.1291,86.5049,55.999,61.8289,104.1385,66.1769,47.4117,54.2881,37.4588,44.714,33.7024,58.3404,89.7297,63.7463,51.1786,48.2781,59.9424,58.1357,48.1883,48.3975,36.8294,50.8682,46.8485,56.6121
2018-09-26,290.0071,199.9795,86.475,56.0288,61.53,104.0695,66.0081,47.1832,54.1594,37.4489,44.6152,33.7134,58.2425,89.6206,63.9929,50.9331,48.2978,60.0608,58.2982,48.3669,48.3581,36.8294,50.7513,46.937,56.7664
2018-09-25,290.86,201.8248,87.2119,56.3677,61.6083,103.8231,66.2673,47.7233,54.2584,37.439,44.635,33.6937,57.9211,89.9833,63.9535,50.8741,48.2781,60.0312,58.111,48.4165,48.2695,36.9899,50.7416,46.9026,56.8258
2018-09-24,291.1665,201.9539,87.1623,56.5059,61.6083,103.8724,66.3167,47.704,54.2485,37.4489,44.6745,33.6937,58.0858,90.3372,63.5983,50.609,48.2386,59.7153,57.7563,48.1387,48.299,37.1282,50.8195,46.9172,56.593
2018-09-21,292.0466,202.6689,87.7477,56.9602,61.6281,103.9709,66.5539,48.6523,54.4168,37.5279,44.7338,33.7134,58.1054,90.9075,63.8844,51.1982,48.2584,60.0904,58.0519,48.3967,48.3089,37.4048,50.9267,46.9469,56.8047
